,author,text,Post ID,likes_count,replies_count,replies,media_count,media,location,geolocation,creation_time,last_scraped_time,geolocation_dict,lat,lng,location_name,replies_list,num_replies,user_by_comment,content_by_comment,likes_by_comment
347,empressdivine007,🤣🤡 #thematrix #everythingisalie #plandemic #covid_19 #covidvacccine #entertainers #politics #nwo #nasa #theworldisastage #pandemic #everythingisalie #wakeup #symbolism #muvariant #deltavariant #omicronvariant #deltacron #mandates #truther #russia #ukraine #war #monkeypox #endtimes,Cghx1zAOqXi,2,0,"['watch.manofchrist\n 116w\n😂😂🤡🤡\n1 like\nReply', 'linzyarch\n 116w\n😂😂😂😂😂\n1 like\nReply', 'superspidermite\n 116w\nWhat a waste of time n money.lol\n1 like\nReply']",0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295854937_603021121183075_6137617529361721601_n.webp?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4ODUzLnNkci5mMjkzNTAuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=107&_nc_ohc=r4iaCn3Y2GsQ7kNvgHtPvFK&_nc_gid=076fe63ded7e478e98bddf4d201799b4&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTgxMTYzNjkyNDU1Njc3MA%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYBaSMFCjpdIulTcuHCgqN6XO0LDooDVmJhq8UCxwILJRA&oe=671EBE63&_nc_sid=10d13b', 'description': 'Photo by @empressdivine007 on July 27, 2022.', 'duration': None}]",,{},2022-07-27T19:40:33.000Z,2024-10-23T04:23:47Z,{},,,,"['watch.manofchrist\n 116w\n😂😂🤡🤡\n1 like\nReply', 'linzyarch\n 116w\n😂😂😂😂😂\n1 like\nReply', 'superspidermite\n 116w\nWhat a waste of time n money.lol\n1 like\nReply']",3,"['watch.manofchrist', 'linzyarch', 'superspidermite']","['😂😂🤡🤡', '😂😂😂😂😂', 'What a waste of time n money.lol']","['1', '1', '1']"
348,,,CgiBu8bsuxo,,0,[],0.0,[],,{},,2024-10-23T02:32:21Z,{},,,,[],0,[],[],[]
349,cellco_biotec,"Desde que extrapolou as fronteiras da África em maio, a varíola dos macacos (#monkeypox) já se espalhou por 65 países e infectou quase 10 mil pessoas. No Brasil, já foram contabilizados perto de 900 casos, a maioria em São Paulo – mas especialistas acreditam que o vírus esteja mais espalhado, em meio às dificuldades de teste e diagnóstico.

A doença já foi identificada pela ciência desde 1958, mas agora médicos e pesquisadores tentam entender as causas da velocidade do novo surto e debatem a melhor forma para conter essa ameaça sem aumentar o estigma sobre os grupos mais vulneráveis ao vírus. Entre as estratégias, eles defendem campanhas de orientação focadas e vacinas.

Um dos principais empecilhos para dimensionar o alcance da monkeypox no Brasil e no mundo tem sido a variedade de manifestações da doença e a subnotificação. Com o período de incubação do vírus podendo variar de 5 a 21 dias, os primeiros sintomas geralmente incluem febre, dor de garganta, de cabeça e no corpo (que em alguns casos leva a uma primeira suspeita de infecção por algum vírus respiratório), além de inchaço dos gânglios. Alguns dias depois, surgem as lesões na pele, com pequenas erupções que podem se espalhar pelos dedos, mãos, braços, pescoço, costas, peito e pernas.

O surgimento dessas feridas nas regiões genital e perineal (entre o ânus e o órgão genital) tem ajudado médicos a confundir a #varíoladosmacacos com outras Infecções Sexualmente Transmissíveis (ISTs), como #sífilis e #herpes.

Os especialistas temem que a falta de testes e a demora na aquisição de imunizantes sejam entraves para conter a doença no Brasil. A Agência Nacional de Vigilância Sanitária (Anvisa) anunciou ontem (26/07) que vai dar prioridade à análise dos processos de registro de kits para diagnóstico laboratorial da varíola dos macacos (monkeypox).

Fontes: @istoedinheiro/agencia.brasil",Cgh1QP3JXsl,3,0,[],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295931336_745784536642728_9102103046758669359_n.jpg?stp=dst-jpg_e15&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=100&_nc_ohc=hyItb8Wz4HUQ7kNvgEGTlPp&_nc_gid=5ccbcc169c3448cc99e387851496f4cb&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTgyNjY0ODc1NjYxNTk3Mw%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYB5m6LIzappxKEqepVff2juNch2p1G3ETZ30dkTAoqRnw&oe=671EB1D0&_nc_sid=10d13b', 'description': 'Photo by Cellco Biotec do Brasil LTDA on July 27, 2022.', 'duration': None}]",,{},2022-07-27T20:11:08.000Z,2024-10-23T03:50:07Z,{},,,,[],0,[],[],[]
350,herwerk_au,@emilymurnane is speaking for all of us right now. 😢😬. #womenatwork #monkeypox #stayinghome #womenofmelbourne #melbournelife #sydneylife #herwerk #businesschicks #ladystartups,CgiOeSzPVUd,176,0,"['beautyandthebeachspain\n 116w\nYay less people on the streets so us unafraid awake folk will enjoy 😂😂\n1 like\nReply', ""ms_sadie_m\n 116w\nIt's the last one that keeps me inside the most\n2 likes\nReply\nView all 1 replies"", 'ms_sadie_m\n 116w\nLOL\n1 like\nReply']",0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/296283013_589903362747294_5624559900064070738_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=106&_nc_ohc=VdWuYDyTz-8Q7kNvgEP5sIC&_nc_gid=6d6a66dfd3314823b5a7076e91373736&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTkzNzU2NTE0Nzc0NzYxMw%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYBgSRTvyl2O2M1RQT7-ttkADXzB2ARJbwPUWhrX2r5jog&oe=671E7556&_nc_sid=10d13b', 'description': 'Photo by HerWerk on July 27, 2022.', 'duration': None}]",,{},2022-07-27T23:50:45.000Z,2024-10-23T00:59:38Z,{},,,,"['beautyandthebeachspain\n 116w\nYay less people on the streets so us unafraid awake folk will enjoy 😂😂\n1 like\nReply', ""ms_sadie_m\n 116w\nIt's the last one that keeps me inside the most\n2 likes\nReply\nView all 1 replies"", 'ms_sadie_m\n 116w\nLOL\n1 like\nReply']",3,"['beautyandthebeachspain', 'ms_sadie_m', 'ms_sadie_m']","['Yay less people on the streets so us unafraid awake folk will enjoy 😂😂', ""It's the last one that keeps me inside the most"", 'LOL']","['1', '2', '1']"
351,publichealthtalk,"Take the following steps to prevent getting monkeypox:
…
…
📌 Avoid close, skin-to-skin contact with people who have a rash that looks like monkeypox

📌Do not handle or touch the bedding, towels, or clothing of a person with monkeypox

📌Wash your hands often with soap and water or use an alcohol-based hand sanitizer
…
…
#publichealth #monkeypox #monkeypoxupdate #healtheducation #healthpromotion #cdc #globalhealth",CghkgyKuHDc,6,0,[],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295845498_148523637785813_4415322352830942756_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi44NjB4OTI0LnNkci5mMjkzNTAuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=3l5WIv7XHf4Q7kNvgFixxWP&_nc_gid=70263d21f0e4466a81299069c49d3bfd&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTc1MzAxODMxMzE3NTI2MA%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYAaLjC25r3K3xQRvn7o3H1eCbHXMvJSA5MMqF3dwAnK2A&oe=671ECF79&_nc_sid=10d13b', 'description': 'Photo by Kafilat Jimba-Bidmus PhD, MPH on July 27, 2022.', 'duration': None}]",,{},2022-07-27T17:44:38.000Z,2024-10-23T06:51:13Z,{},,,,[],0,[],[],[]
352,miner_library,"If you’re wondering about monkeypox or looking for some clarification, check the link in our bio.

#medlibs #minerlibrary #librariesofinstagram #healthsciencelibrary #monkeypox #publichealth #npr",CghjWR_Ok4Q,5,0,[],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295805971_1056953214930354_7185756503263709699_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xNDQweDg4My5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=106&_nc_ohc=V3Hpwcz82fgQ7kNvgGyk-W6&_nc_gid=c67797839f1341aa9d2b87f0af7d0c0d&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTc0Nzg5ODUxOTM0MjYwOA%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYAuivo7erOWvdVFCzqQE9zlqJDAeK80vYmQHGVuIEbaZw&oe=671ED627&_nc_sid=10d13b', 'description': 'Photo by Edward G. Miner Library in Edward G. Miner Library.', 'duration': None}]",https://www.instagram.com/explore/locations/256674728/edward-g-miner-library/,"{'pk': 256674728, 'short_name': 'Edward G. Miner Library', 'facebook_places_id': 32299369926, 'external_source': 'facebook_places', 'name': 'Edward G. Miner Library', 'address': '601 Elmwood Ave', 'city': 'Rochester, New York', 'has_viewer_saved': False}",2022-07-27T17:33:55.000Z,2024-10-23T07:16:45Z,"{'pk': 256674728, 'short_name': 'Edward G. Miner Library', 'facebook_places_id': 32299369926, 'external_source': 'facebook_places', 'name': 'Edward G. Miner Library', 'address': '601 Elmwood Ave', 'city': 'Rochester, New York', 'has_viewer_saved': False}",,,,[],0,[],[],[]
353,,,Cgh9zS9tssX,,0,[],0.0,[],,{},,2024-10-23T02:43:22Z,{},,,,[],0,[],[],[]
354,the_digital_bunker,"Up from the Bunker 7/27/22
AIDS the sequel

On today's episode of Up From the Bunker-- Kingkrakka is joined once again by illDiscourse, Shotgun Holliday while MemeQueen chimes in from the airport bar

Today they discuss Saudi Arabia listening to Spotify while building a side wall building to hold Nancy Pelosi's NVIDA stocks but they need to be careful because Monkeypox is everywhere just don't SAY where.. And Trump prepares to sue the media.

All the sizzling news you that you crave from the content creators taking the internet by storm.

We hope you enjoy today's episode of Up From the Bunker

#SaudiArabia #Spotify #monkeypox",Cgh-GM0D8B5,40,0,[],0.0,"[{'type': 'video', 'url': 'blob:https://www.instagram.com/c229f44c-02c1-4270-b0cf-b567cdf21487', 'description': None, 'duration': None}]",,{},2022-07-27T21:31:15.000Z,2024-10-23T02:39:09Z,{},,,,[],0,[],[],[]
355,karan_hospital,"On World Hepatitis Day, let us promote the prevention, diagnosis, and treatment of Hepatitis. There should be aware to get vaccinated and protect themselves from any of Hepatitis infections.

.

.

.

.
#hepatitis #doctor #palampur #hospital #healthcare #body #medical #healthyfood #care #medicine #prevention #cure #covide #monkeypox #infection #immunity #instagood #instgram",CgiMHEzs_yV,3,0,[],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.2885-15/295831597_455960636378819_4842606070915732986_n.jpg?stp=dst-jpg_e15&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=111&_nc_ohc=4MM3pzydNJkQ7kNvgFGzE4W&_nc_gid=b6238d8416c149c59f49e3d8133d30dd&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTkyNzE3MzQ4MjE1MTA2MQ%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYByMZ3IfTePWNsMyc9eFctDTfd1bciZAIkRSoVr62qAKA&oe=671E9162&_nc_sid=10d13b', 'description': 'Photo by Karan Hospital on July 27, 2022.', 'duration': None}]",,{},2022-07-28T03:46:50.000Z,2024-10-23T00:48:30Z,{},,,,[],0,[],[],[]
356,nexcyb_academic,"Guaranteed admissions at MBBS, BDS, BHMS, BAMS and nursing BSC/GNM in TOP colleges in INDIA.

Call for appointment : +91 97482 99911.

#medicalstudents #class12th #class12 #neet2022 #mbbs #bhms #bams #bds #nursing #nursingstudent #jharkhand #orissa #assam #westbengal #bihar #doctor #education #medicalcollege #monkeypox #covid #covid_19 #pandamic #hospital #hospitality #bestfriends #neet2022 #neet
@nexcyb_academic",CghufCdhM8_,,0,[],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295988254_780879663266104_6823198345594234256_n.webp?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43ODh4Nzg4LnNkci5mMjkzNTAuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=ek32BGFILREQ7kNvgFw7X9Y&_nc_gid=d8a12f4c04ca401dbfa9b4db2267776c&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTc5Njg3ODgzNDU4NTQwNw%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYBmPMMCms-KLLIx4wxQzBd7fNMRbET7xktF1zg2srgGzg&oe=671ECE6A&_nc_sid=10d13b', 'description': 'Photo by NexCyb Academy in Saltlake, Sector-5.', 'duration': None}]",https://www.instagram.com/explore/locations/1352958368114322/saltlake-sector-5/,"{'pk': 1352958368114322, 'short_name': 'Saltlake', 'facebook_places_id': 1352958368114322, 'external_source': 'facebook_places', 'name': 'Saltlake, Sector-5', 'address': 'Sector 5,Salt Lake, Kolkata, West Bengal', 'city': 'Salt Lake City', 'has_viewer_saved': False, 'lng': 88.438105772781, 'lat': 22.581528779878}",2022-07-27T19:11:14.000Z,2024-10-23T04:48:05Z,"{'pk': 1352958368114322, 'short_name': 'Saltlake', 'facebook_places_id': 1352958368114322, 'external_source': 'facebook_places', 'name': 'Saltlake, Sector-5', 'address': 'Sector 5,Salt Lake, Kolkata, West Bengal', 'city': 'Salt Lake City', 'has_viewer_saved': False, 'lng': 88.438105772781, 'lat': 22.581528779878}",22.581528779878,88.438105772781,"Saltlake, Sector-5",[],0,[],[],[]
357,manchic,"If you can’t make fun of yourself, how the hell are you going to make fun of somebody else? Can I get an amen up in here? 🤣

#monkeypox #gaymeme #funtimes #ptown #provincetown #gaylife",CgXaQpFOAqL,"1,165",0,"['wondermel20\n 116w\nOmg 😂\n1 like\nReply', 'tyce\n 117w\nLiterally 😂🤤\n1 like\nReply\nView all 1 replies', 'sutherlandrew\n 117w\nI mean maybe worth it\nReply', 'tessier.serge\n 117w\nPoor sick puppy under his arm must stink as hell..well to each his own...\nReply', 'abigailcums\n 117w\nCircuit week and bear week was bumpin\nReply', 'netosoberanes\n 117w\nJajajajajjjajajja\n1 like\nReply\nView all 2 replies', 'pagoda71\n 117w\nDon’t get it Manchic!!!\n1 like\nReply\nView all 1 replies', 'mnkybear\n 117w\n😂\n1 like\nReply\nView all 1 replies', 'diegoquecano\n 117w\nNo shaming man!!!\nReply\nView all 1 replies', 'tommydog2846\n 117w\n@hugo_nyc_oso why is this so true?!?!\n1 like\nReply\nView all 2 replies', 'dolcevicca\n 117w\nJooooooorge\nReply\nView all 1 replies', 'cthand\n 117w\nGurl 🤦\u200d♂️\nReply\nView all 1 replies', 'doctorcarlton\n 117w\n#maschalagnia\n2 likes\nReply\nSee translation\nView all 1 replies']",0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295398855_588950539524379_2444402822518631357_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEwODAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=107&_nc_ohc=52-eEBfhMJ0Q7kNvgG7cA0E&_nc_gid=7a3bed1d01524e0eafd60826e9f3a242&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg4ODg5MzE3ODgxMzM1MjU4Nw%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYC-S7xeJ5h5IoOBFrB0PHsBLZtI9DB76h2YEAQhvWgujA&oe=671E43FA&_nc_sid=10d13b', 'description': 'Photo shared by Jorge Gallegos on July 23, 2022 tagging @sainthoax.', 'duration': None}]",,{},2022-07-23T19:03:34.000Z,2024-10-22T21:31:36Z,{},,,,"['wondermel20\n 116w\nOmg 😂\n1 like\nReply', 'tyce\n 117w\nLiterally 😂🤤\n1 like\nReply\nView all 1 replies', 'sutherlandrew\n 117w\nI mean maybe worth it\nReply', 'tessier.serge\n 117w\nPoor sick puppy under his arm must stink as hell..well to each his own...\nReply', 'abigailcums\n 117w\nCircuit week and bear week was bumpin\nReply', 'netosoberanes\n 117w\nJajajajajjjajajja\n1 like\nReply\nView all 2 replies', 'pagoda71\n 117w\nDon’t get it Manchic!!!\n1 like\nReply\nView all 1 replies', 'mnkybear\n 117w\n😂\n1 like\nReply\nView all 1 replies', 'diegoquecano\n 117w\nNo shaming man!!!\nReply\nView all 1 replies', 'tommydog2846\n 117w\n@hugo_nyc_oso why is this so true?!?!\n1 like\nReply\nView all 2 replies', 'dolcevicca\n 117w\nJooooooorge\nReply\nView all 1 replies', 'cthand\n 117w\nGurl 🤦\u200d♂️\nReply\nView all 1 replies', 'doctorcarlton\n 117w\n#maschalagnia\n2 likes\nReply\nSee translation\nView all 1 replies']",13,"['wondermel20', 'tyce', 'sutherlandrew', 'tessier.serge', 'abigailcums', 'netosoberanes', 'pagoda71', 'mnkybear', 'diegoquecano', 'tommydog2846', 'dolcevicca', 'cthand', 'doctorcarlton']","['Omg 😂', 'Literally 😂🤤', 'I mean maybe worth it', 'Poor sick puppy under his arm must stink as hell..well to each his own...', 'Circuit week and bear week was bumpin', 'Jajajajajjjajajja', 'Don’t get it Manchic!!!', '😂', 'No shaming man!!!', '@hugo_nyc_oso why is this so true?!?!', 'Jooooooorge', 'Gurl 🤦\u200d♂️', '#maschalagnia']","['1', '1', 0, 0, 0, '1', '1', '1', 0, '1', 0, 0, '2']"
358,,,CghlEboATsw,,0,[],0.0,[],,{},,2024-10-23T06:49:05Z,{},,,,[],0,[],[],[]
359,,,CgXDmLbpX3A,,0,[],0.0,[],,{},,2024-10-22T21:32:00Z,{},,,,[],0,[],[],[]
360,arcigayvicenza,"Cosa c'è da sapere sul #monkeypox o vaiolo delle scimmie! Vi rimandiamo all'articolo in costante aggiornamento di @healthypeers: https://healthypeers.it/ist/monkeypox/

#vaiolodellescimmie #healtypeers #arcigay",Cghufe1IVzf,18,0,[],10.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.2885-15/295910271_769264634224209_4548942737961846936_n.jpg?stp=dst-jpg_e15&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEzNDkuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=rpuFOD9QQeAQ7kNvgFRnnuo&_nc_gid=f699ccc5793a4baab2f8f4d3c103a222&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTc5Njg4MzQyNDkzODA4OA%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYCmiOfCf3cRF-UBByrv0bcz3wt1DiK6UPDZyG7y82__Jw&oe=671EA8AD&_nc_sid=10d13b', 'description': 'Photo by Arcigay Vicenza APS on July 27, 2022.', 'duration': None}, {'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.2885-15/295675829_465170138765217_241108348629864992_n.jpg?stp=dst-jpg_e15&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEzNDkuc2RyLmYyODg1LmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=YEW3ucjsTT0Q7kNvgG1BY4q&_nc_gid=f699ccc5793a4baab2f8f4d3c103a222&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTc5Njg4MzQyNTAwMzExNg%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYC2JsdZSHyn-mh1qDm9XbBreT97P3-Z_MQP7dOXru2WJw&oe=671EC535&_nc_sid=10d13b', 'description': 'Photo by Arcigay Vicenza APS on July 27, 2022.', 'duration': None}]",,{},2022-07-27T19:11:21.000Z,2024-10-23T04:38:56Z,{},,,,[],0,[],[],[]
361,eqca,"#Monkeypox Town Hall happening TODAY at 6pm PST in the West Hollywood City Council Chambers. Please join us for information, resources, and more! Free parking at the 625 N San Vicente Blvd parking structure. Livestream available at www.youtube.com/wehotv #StayInformedStayHealthy",CghzOkXsGgk,21,0,[],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.2885-15/295714685_374435114834709_6537079445681341551_n.jpg?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi43MjB4Mzc4LnNkci5mMjg4NS5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=109&_nc_ohc=ojb8lC3TEzgQ7kNvgGz-Y3Z&_nc_gid=e81a3c98d2394e6e9607050aca0844fb&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTgxNzczNzI0NTQ1MjMyNA%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYAVluKc-PfrUK0ynA8vyOpaIPaUePpzjKX5_Z6VeSXuCA&oe=671EBC67&_nc_sid=10d13b', 'description': 'Photo by Equality California on July 27, 2022.', 'duration': None}]",,{},2022-07-27T19:52:42.000Z,2024-10-23T05:04:30Z,{},,,,[],0,[],[],[]
362,younglibertarianscanada,#monkeypox,Cghr0VPvD2m,2,0,[],0.0,"[{'type': 'img', 'url': 'https://scontent.cdninstagram.com/v/t51.29350-15/295864292_1052694595440810_6848023364414656005_n.webp?stp=dst-jpg_e35&cb=9b69d9bc-1c402c4c&efg=eyJ2ZW5jb2RlX3RhZyI6ImltYWdlX3VybGdlbi4xMDgweDEyNTIuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent.cdninstagram.com&_nc_cat=106&_nc_ohc=W3i7FwK_fjwQ7kNvgGSSkD2&_nc_gid=adc8bd242167494484dff33efaf82934&edm=APs17CUBAAAA&ccb=7-5&ig_cache_key=Mjg5MTc4NTE0Nzk3MzkwOTkyNg%3D%3D.3-ccb7-5-cb9b69d9bc-1c402c4c&oh=00_AYCRc18Kt0Z7xsZEp3IVdu-HIe0CK1jDtdv-8Gxe9ZBEnA&oe=671EDD9E&_nc_sid=10d13b', 'description': 'Photo by Young Libertarians of Canada on July 27, 2022.', 'duration': None}]",,{},2022-07-27T18:47:55.000Z,2024-10-23T05:48:20Z,{},,,,[],0,[],[],[]
